id	name	wpn1	wpn2	wpn3	wpn4	wpn5	wpn6	wpn7	armor1	armor2	armor3	armor4	rt	reclimit	basecost	rcost	size	ressize	hp	prot	mr	mor	str	att	def	prec	enc	mapmove	ap	ambidextrous	mounted	mountmnr	skilledrider	reinvigoration	leader	undeadleader	magicleader	startage	maxage	hand	bow	head	body	foot	misc	crownonly	pathcost	startdom	bonusspells	F	A	W	E	S	D	N	G	B	H	rand1	nbr1	link1	mask1	rand2	nbr2	link2	mask2	rand3	nbr3	link3	mask3	rand4	nbr4	link4	mask4	holy	inquisitor	mind	inanimate	undead	demon	magicbeing	stonebeing	animal	coldblood	female	forestsurvival	mountainsurvival	wastesurvival	swampsurvival	cavesurvival	aquatic	amphibian	pooramphibian	float	flying	stormimmune	teleport	immobile	noriverpass	sailingshipsize	sailingmaxunitsize	stealthy	illusion	spy	assassin	patience	seduce	succubus	corrupt	heal	immortal	domimmortal	reinc	noheal	neednoteat	homesick	undisciplined	formationfighter	slave	standard	inspirational	taskmaster	beastmaster	bodyguard	waterbreathing	iceprot	invulnerable	slashres	bluntres	pierceres	shockres	fireres	coldres	poisonres	acidres	voidsanity	darkvision	blind	animalawe	awe	haltheretic	fear	berserk	cold	heat	fireshield	banefireshield	damagerev	poisoncloud	diseasecloud	slimer	mindslime	reform	regeneration	reanimator	poisonarmor	petrify	eyeloss	ethereal	ethtrue	deathcurse	trample	trampswallow	stormpower	firepower	coldpower	darkpower	chaospower	magicpower	winterpower	springpower	summerpower	fallpower	forgebonus	fixforgebonus	mastersmith	resources	autohealer	autodishealer	alch	nobadevents	event	insane	shatteredsoul	leper	taxcollector	gem	gemprod	chaosrec	pillagebonus	patrolbonus	castledef	siegebonus	incprovdef	supplybonus	incunrest	popkill	researchbonus	drainimmune	inspiringres	douse	adeptsacr	crossbreeder	makepearls	pathboost	allrange	voidsum	heretic	elegist	shapechange	firstshape	secondshape	secondtmpshape	landshape	watershape	forestshape	plainshape	xpshape	unique	fixedname	special	nametype	summon	n_summon	batstartsum1	batstartsum2	domsummon	domsummon2	domsummon20	raredomsummon	bloodvengeance	bringeroffortune	realm1	realm2	realm3	batstartsum3	batstartsum4	batstartsum5	batstartsum1d6	batstartsum2d6	batstartsum3d6	batstartsum4d6	batstartsum5d6	batstartsum6d6	turmoilsummon	coldsummon	scalewalls	deathfire	uwregen	shrinkhp	growhp	transformation	startingaff	fixedresearch	divineins	lamialord	preanimator	dreanimator	mummify	onebattlespell	fireattuned	airattuned	waterattuned	earthattuned	astralattuned	deathattuned	natureattuned	bloodattuned	magicboostF	magicboostA	magicboostW	magicboostE	magicboostS	magicboostD	magicboostN	magicboostALL	eyes	heatrec	coldrec	spreadchaos	spreaddeath	corpseeater	poisonskin	bug	uwbug	spreadorder	spreadgrowth	startitem	spreaddom	battlesum5	acidshield	drake	prophetshape	horror	enchrebate50p	latehero	sailsize	uwdamage	landdamage	rpcost	buffer	rand5	nbr5	link5	mask5	rand6	nbr6	link6	mask6	mummification	diseaseres	raiseonkill	raiseshape	sendlesserhorrormult	xploss	theftofthesunawe	incorporate	hpoverslow	blessbers	dragonlord	curseattacker	uwheat	slothresearch	horrordeserter	mindvessel	elementrange	sorceryrange	older	disbelieve	firerange	astralrange	landreinvigoration	naturerange	beartattoo	horsetattoo	reincarnation	wolftattoo	boartattoo	sleepaura	snaketattoo	appetite	astralfetters	foreignmagicboost	templetrainer	infernoret	kokytosret	addrandomage	unsurr	combatcaster	homeshape	speciallook	aisinglerec	nowish	bugreform	mason	onisummon	sunawe	spiritsight	ownblood	invisible	startaff	ivylord	spellsinger	magicstudy	triplegod	triplegodmag	unify	triple3mon	yearturn	fortkill	thronekill	digest	indepmove	unteleportable	reanimpriest	stunimmunity	entangle	alchemy	woundfend	singlebattle	falsearmy	summon5	ainorec	researchwithoutmagic	slaver	autocompete	deathparalyze	adventurers	cleanshape	reqlab	reqtemple	horrormarked	changetargetgenderforseductionandseductionimmune	overcharged	guardianspiritmodifier	isashah	iceforging	isayazad	isadaeva	blessfly	plant	clockworklord	commaster	comslave	minsizeleader	snowmove	swimming	stupid	skirmisher	ironvul	heathensummon	unseen	powerofdeath	reformtime	immortalrespawn	nomovepen	wolf	dungeon	graphicsize	twiceborn	aboleth	tmpastralgems	localsun	tmpfiregems	defiler	mountedbeserk	lanceok	startheroab	minprison	uwfireshield	saltvul	landenc	plaguedoctor	curseluckshield	pathboostuw	pathboostland	noarmormapmovepenalty	farthronekill	hpoverflow	indepstay	polyimmune	horrormark	deathdisease	allret	percentpathreduction	aciddigest	beckon	slaverbonus	carcasscollector	mindcollar	labpromotion	mountainrec	indepspells	enchrebate50	summon1	randomspell	deathpower	deathrec	norange	insanify	reanimator	defector	nohof	batstartsum1d3	enchrebate10	undying	moralebonus	uncurableaffliction	autoblessed	wintersummon1d3	stygianguide	almostundead	truesight	smartmount	mobilearcher	reformingflesh	fearoftheflood	spiritform	chorusslave	chorusmaster	tightrein	corpsestitcher	reconstruction	nofriders	coridermnr	holycost	animatemnr	lich	glamourman	erastartageincrease	moreorder	moregrowth	moreprod	moreheat	moreluck	moremagic	nofmounts	divinebeing	falsedamagerecovery	uwpathboost	nofalldmg	randomitems	fireempower	airempower	waterempower	earthempower	popspy	capitalhome	deathslimeexpl	deathpoisonexpl	deathshockexpl	drawsize	clumsy	petrificationimmune	regainmount	nobarding	scarsouls	spikebarbs	pretenderstartsite	mountiscom	nothrowoff	offscriptresearch	bird	decayres	unmountedspr	cubmother	exhaustion	glamour	deadhp	maxdeadhp	verystupid	deathdiseaseexpl	end
1588	Wanderer	163											1		0	1	3	3	9	0	17	10	8	8	9	12	3	14	9						10			275	200	2	1	1	1	1	2								2	3		4			2																	1											1																																					1																4																																																																																	The One in the Woods																																																																												5				10000																																																																																																																																																																																																																																									
1589	Man Eater	357							12	125	2		1		0	1	3	3	18	0	18	16	14	14	14	10	3	14	16			3977	2		150			330	400	2	1	1	1	1	2										4	1		3																		1														1																																													15								10																																																																														Skögu																																																																												5				10000																																								2																																																																																																																																																																																									9024								
1590	Ageless Olm	839	449										1		10000	1	10	10	130	5	18	30	14	8	8	13	4	12	8						150				2000	2	1	0	0	0	2	1	60	2				1	1																																1								1																							1																		5	15				1																																																																																				153																																																																														10000																																																										1																																																																																																																																							-1																																								
1591	Spy	8							5	120			1		10010	1	3	3	12	0	9	10	11	10	10	10	3	14	12						0					2	1	1	1	1	2																																																										60		1																																																																																																																																																																																																				2																																																																																																																																																																																																																																									
1592	Bear Tribe Warrior	1	21						15				1		10010	1	3	3	12	0	10	10	11	10	10	10	3	14	12						50					2	1	1	1	1	2																																										1	1																														1																																																																																																																																																																																							10000																																																																																																																																																																																																																																									
1593	Bear Tribe Warrior	253							15				1		10010	1	3	3	12	0	10	10	11	10	10	10	3	14	12						50					2	1	1	1	1	2																																										1	1																														1																																																																																																																																																																																							10000																																																																																																																																																																																																																																									
1594	Deer Tribe Warrior	1	21						5				1		10010	1	3	3	10	0	10	9	10	10	12	10	3	14	14						50					2	1	1	1	1	2																																										1		1																													1																																																																																																																																																																																							10000																																																																																																																																																																																																																																									
1595	Deer Tribe Archer	23	9						5				1		10010	1	3	3	10	0	10	9	10	10	12	10	3	14	14						50					2	1	1	1	1	2																																										1		1																													1																																																																																																																																																																																							10000																																																																																																																																																																																																																																									
1596	Wolf Tribe Shaman	7							15				1		10040	1	3	3	10	0	13	10	10	11	10	10	3	14	12						10					2	1	1	1	1	2											1				10	1	1	4096													1											1	1	1																																																																																																														-4																																																																																																						10000																																																																																																																																																																																																																																									
1597	Bear Tribe Shaman	7							15				1		10040	1	3	3	12	0	13	11	11	10	10	10	3	14	12						10					2	1	1	1	1	2											1				10	1	1	1024													1											1	1	1																																																																																																														-4																																																																																																						10000																																																																																																																																																																																																																																									
1598	Deer Tribe Shaman	7							15				1		10040	1	3	3	10	0	13	9	10	10	12	10	3	14	14						10					2	1	1	1	1	2											1				10	1	1	256													1											1	1	1																																																																																																														-4																																																																																																						10000																																																																																																																																																																																																																																									
1599	Machaka Warrior	315							105				1		10010	1	3	3	10	0	10	10	10	10	10	10	2	16	13						50					2	1	1	1	1	2																																										1																																																																																																																																																																																																																						10000																																																																																																																																																																																																																																									
1600	Lion Tribe Warrior	1	21						105				1		10010	1	3	3	10	0	10	10	10	10	10	10	2	16	13						50					2	1	1	1	1	2																																										1																															1																																																																																																																																																																																							10000																																																																																																																																																																																																																																									
1601	Lion Tribe Archer	9	23										1		10010	1	3	3	10	0	10	8	10	8	8	10	2	16	13						50					2	1	1	1	1	2																																										1																															1																																																																																																																																																																																							10000																																																																																																																																																																																																																																									
1602	Lion Tribe Witch Doctor	7											1		10040	1	3	3	10	0	13	12	10	10	10	10	2	16	13						10					2	1	1	1	1	2											1				10	1	1	13440																								1																																																																																																																-4																																																																																																						10000																																																																																																																																																																																																																																									
1603	Human Huskarl	17	21						11	20	2		1		10010	1	3	3	10	0	10	10	10	10	10	10	3	14	12						50					2	1	1	1	1	2																																																																																																																																																																																																																																																																10000																																																																																																																																																																																																																																									
1604	Human Huskarl	1	21						11	20	2		1		10010	1	3	3	10	0	10	10	10	10	10	10	3	14	12						50					2	1	1	1	1	2																																																																																																																																																																																																																																																																10000																																																																																																																																																																																																																																									
1605	Herse	8							13	20	2		1		10010	1	3	3	12	0	11	11	11	11	11	10	3	14	12						75					2	1	1	1	1	2																																																																																																																																																																																																																																																																10000																																																																																																																																																																																																																																									
1606	Mage Engineer	637											1		10020	1	3	3	10	0	15	9	10	8	8	10	3	14	10						10			60		2	1	1	1	1	2						1		1							100	1	1	3968																																																																																																																																		30	30																																																																																																											10000																																																							1																																																																																																																																																																																		
1607	Yazad	635							75	118	1		1		0	1	4	3	16	0	14	14	12	13	13	12	1	20	14						100		10		300	2	1	1	1	1	2																															1						1														1	1																																			10		5							2																																																																																																																																																																10000																																									-1																																																																																																																																																																																																
1608	Bakemono Shaman	7							44				1		10008	1	2	2	9	0	12	9	9	9	9	10	3	2	10						50					2	1	1	1	1	2														1	100	1	1	5760													1											1	1															40																																			50																																																													-2																								134																																																																														8000																																																																																																																																																																																																																																									
1609	Demon Priest	9											1		10015	1	3	3	8	0	14	8	9	7	7	10	3	14	8						10	10				2	1	1	1	1	2														1	10	1	1	5504													1																																																																																																																																																																																																																																	10000																												10																																																																																																																																																																																																													
1610	Jaguar Tribe Slinger	1	22						105				1		10010	1	3	3	10	0	10	9	10	10	10	10	3	14	12						50					2	1	1	1	1	2																																										1																																																																																																																																																																																																																						10000																																																																																																																																																																																																																																									
1611	Jaguar Tribe Warrior	451	22						104	105	120		1		10010	1	3	3	10	0	10	10	10	10	10	10	3	14	12						50					2	1	1	1	1	2																																										1																																																																																																																																																																																																																						10000																																																																																																																																																																																																																																									
1612	Jaguar Tribe Priest	9											1		10040	1	3	3	10	0	13	11	10	10	10	10	3	14	12						10					2	1	1	1	1	2											1			1	10	1	1	35456													1											1																																																																																																																-4																																																																																																						10000																																																																																																																																																																																																																																									
1613	Toad Tribe Warrior	373							10				1		10012	1	3	3	12	2	10	9	11	10	9	8	3	12	10						50			22	500	2	1	1	1	1	2																																													1			1																																													50																																																																																					117																																																																														10000																																																																																																											1																																																																																																																														
1614	Toad Tribe Shaman	671											1		10040	1	3	3	12	2	13	10	11	10	9	8	3	12	10						50			55	500	2	1	1	1	1	2							1								10	1	1	8192													1														1			1																																													50																																																													-4																								117																																																																														10000																																																																																																											1																																																																																																																														
1615	Caveman	165											1		10018	1	4	4	23	2	8	13	17	10	10	9	3	2	14						10					2	1	1	1	1	2																																											1	1																													1															5	5				50																																																																																																																																																																			18000																																																																																																																																																																																																																																									
1616	Caveman Champion	165							44				1		10018	1	4	4	26	2	8	14	18	10	10	9	3	2	14						10					2	1	1	1	1	2																																											1	1																													1															5	5				50																																																																																																																																																																			10000																																																																																																																																																																																																																																									
1617	Seal Hunter	373	452						15	121			1		10010	1	3	3	12	2	10	10	11	10	9	8	3	2	10						50			22	500	2	1	1	1	1	2																																																1																																									5				50																																																																																					141																																																																														10000																																																																																																										1																																																																																																																															
1618	Angakok	7							15	121			2		10040	1	6	6	27	10	16	13	16	12	8	8	3	14	12						100			275	500	2	1	1	1	1	2							3			2				2	100	1	1	5888	10	1	1	5888									1																	1								999	10																								120								5				50																																																																																					141																																																																														20000																																																																																																										1														3195																																																																				3948																																													
1619	Slave Guardian	670							140				1		10009	1	3	3	12	2	10	7	11	10	9	8	3	2	9						50			22	500	2	1	1	1	1	2																																																1																											1																		100																																																																																																																																																																			10000																																																																																																																																																																																																																																									
1620	Reef Warrior	31	640						22	25			1		10012	1	3	3	13	2	10	12	11	11	11	8	3	2	12						50			22	500	2	1	1	1	1	2																																																1																																													50																			5																																																																																																																																																10000																																																																																																																																																																																																																																									
1621	Atlantian Infantry	31							22	24	25		1		10010	1	3	3	12	2	10	10	11	10	9	8	3	12	10						50			22	500	2	1	1	1	1	2																																																1																																													50																			5																																																																		117																																																																														10000																																																																																																																																																																																																																																									
1622	Coral Guard	46							23	24			1		10015	1	3	3	14	2	10	13	12	11	10	8	2	12	10						50			27	500	2	1	1	1	1	2																																																1																																													50																			5																																																																		117																																																																														10000																																																																																																																																																																																																																																									
1623	Tungalik	7							15	121			1		10010	1	3	3	12	2	14	10	11	10	9	8	3	12	10						50			55	500	2	1	1	1	1	2							1			1				1																	1																	1																																									5				50																																																																																					141																																																																														10000																																																																																																										1																																																																																																																															
1624	Tupilak	20	236										1		0	1	6	6	62	6	13	50	22	12	7	5	0	20	12						10	50				0		0	0	0	2																																		1	1													1			1																				1																		15	25								5																																																																																																																																																														10000																																																										1																																																1																																																																																																																															
1625	Snow Warrior	611							26	29			1		10010	1	3	3	12	2	10	10	11	10	9	8	3	12	10						50			22	500	2	1	1	1	1	2																																																1																																		1							5				50																																																																																					141																																																																														10000																																																																																																										1																																																																																																																															
1626	Snow Warrior	454							26	29			1		10010	1	3	3	12	2	10	10	11	10	9	8	3	12	10						50			22	500	2	1	1	1	1	2																																																1																																		1							5				50																																																																																					141																																																																														10000																																																																																																										1																																																																																																																															
1627	Ice Warrior	611							27	29	28		1		10013	1	3	3	13	2	10	12	11	11	10	8	3	12	10						50			22	500	2	1	1	1	1	2																																																1																																		2							10				50																																																																																					141																																																																														10000																																																																																																										1																																																																																																																															
1628	Ice Guard	37							27	29	28		1		10016	1	3	3	15	2	10	13	12	12	11	8	3	12	10						50			22	500	2	1	1	1	1	2																																																1																																		2							10				50																																																																																					141																																																																														10000																																																																																																										1																																																																																																																															
1629	Ice Guard	454							27	29			1		10016	1	3	3	15	2	10	13	12	12	11	8	3	12	10						50			22	500	2	1	1	1	1	2																																																1																																		2							10				50																																																																																					141																																																																														10000																																																																																																										1																																																																																																																															
1630	Arssartut	455							150	149			1		10018	1	3	3	16	2	11	14	12	13	12	8	3	12	10						50			22	500	2	1	1	1	1	2																															1																	1																																									5				50																																																																																					141																																																																														10000																																																																																																										1																																																																																																																															
1631	Tent Owner	373	452						15	121			1		10005	1	3	3	14	2	10	11	12	11	10	9	3	12	10						10			22	500	2	1	1	1	1	2																																																1										40																															5				50																																																																																					141																																																																														10000																																																																																																										1																																																																																																																															
1632	Snow Captain	454							26	29			1		10010	1	3	3	14	2	10	11	12	11	10	8	3	12	10						100			22	500	2	1	1	1	1	2																																																1																																		1							5				50																																																																																					141																																																																														10000																																																																																																										1																																																																																																																															
1633	Ice Captain	454							27	29			1		10010	1	3	3	15	2	10	13	12	12	11	8	3	12	10						150			22	500	2	1	1	1	1	2																																																1																																		2							10				50																																																																																					141																																																																														10000																																																																																																										1																																																																																																																															
1634	Kivigtok	455							150	149			1		0	1	3	3	20	2	15	15	14	14	12	8	3	12	10			3978			150			22	500	2	1	1	1	1	2							1			2				1																	1																	1																																									5				50																																																																																			Sialuk		117																																																																														10000																																																																																																										1																																																																																																																							78034								
1635	Wet One	373							151	152			1		10009	1	4	4	18	2	12	10	12	8	8	7	3	12	10						50			82	400	2	1	1	1	1	2																																								1								1																							1																						100																																																								2																						1636																																																														1																							9000																																																																																																																																																																																																																																									
1636	Wet One	373							151	152			1		10009	1	4	4	18	2	12	10	12	9	9	7	3	12	14						50			82	400	2	1	1	1	1	2																																								1								1																							1																						100																																																								2																					1635																																																															1																							9000																																																																																																																																																																																																																																									
1637	Wet One Captain	670							151	152			1		10009	1	4	4	18	2	12	10	12	8	8	7	3	12	10						75			82	400	2	1	1	1	1	2																																								1								1																							1																						100																																																								2																						1638																																																														1																							9000																																																																																																																																																																																																																																									
1638	Wet One Captain	670							151	152			1		10009	1	4	4	18	2	12	10	12	9	9	7	3	12	14						75			82	400	2	1	1	1	1	2																																								1								1																							1																						100																																																								2																					1637																																																															1																							9000																																																																																																																																																																																																																																									
1639	Cultist	671											1		2	1	3	3	12	2	13	13	11	9	7	8	3	14	9						50		10	33	500	2	1	1	1	1	2														1	30	1	1	2048													1																	1																																													50																																														25																																																																																																																					10000																																																																																																																																																																																																																																									
1640	Cultist	9											1		2	1	3	3	9	0	14	15	9	7	7	10	3	14	10						50		10			2	1	1	1	1	2														1	20	1	1	2048													1																																																																																																												10																																																																																																																					10000																																																																																																																																																																																																																																									
1641	Tower Knight	4	8						18	21	3		1		10017	1	3	3	12	0	10	14	12	12	12	10	3	20	12			3517	2		50					2	1	1	1	1	2																																																																																																																																																																																		102																																																																														10000																																																																																																																																																																																																																																	25038								
1642	Tower Guard	8	25						8	118	3		1		10012	1	3	3	11	0	10	12	10	11	11	11	3	14	12						50					2	1	1	1	1	2																																																																																																																																																				1																														102																																																																														10000																																																																																																																																																																																																																																									
1643	Magister of Theology	9											1		10020	1	3	3	10	0	13	9	10	8	8	10	4	14	10						10					2	1	1	1	1	2														1																	1	1																																																																																																																																																		102																																																																														10000																												10																																																																																																																																																																																																													
1644	Magister	9											1		10030	1	3	3	10	0	13	9	10	8	8	10	4	14	10						10					2	1	1	1	1	2															50	1	1	1024	50	1	1	256	25	1	1	2048																																40		1																																																																																								15	15						1																							102																																																																														10000																												10																											1																																																																																																																																																																																		
1645	Judge	9											1		10030	1	3	3	10	0	10	12	10	8	8	10	3	14	10						50					2	1	1	1	1	2															25	1	1	128	25	1	1	4096																																																																																																																													20								1																							102																																																																														10000																												10																																																																																																																																																																																																													
1646	Magister Arcane	9											1		10010	1	3	3	10	0	13	11	10	8	8	10	3	14	10						10					2	1	1	1	1	2						2		1	1						50	1	1	19840																																																																																																																																									1																							102																																																																														10000																												10																																																																																																																																																																																																													
1647	Bishop	7											1		10010	1	3	3	10	0	13	10	10	8	8	10	3	14	10						10					2	1	1	1	1	2														2																	1																																																																																																																																																			102																																																																														10000																												10																																																																																																																																																																																																													
1648	Warden	11	25						18	21			1		10020	1	3	3	13	0	11	14	12	12	12	12	3	18	14						50					2	1	1	1	1	2																															1											1																40																																																																																																																								102																																																																														10000																																																																																																																																																																																																																																									
1649	Scorpion Man	273	144	438	75	456			9				1		0	1	8	8	42	14	17	15	14	14	12	12	3	3	12	2					100		50		1000	2	1	1	0	0	2																															1						1							1																																												15		15								5																																																																																101																																																																														10000																																																										1																																																																																																																																																																															
1650	Oreiad	92											2		10020	1	3	3	10	0	18	10	9	10	10	10	2	14	12						10				1000	2	1	1	1	1	2						2		1			3				100	1	1	9984	10	1	1	9984									1										1		1															60					9			1																														6																																																																																		110																																																																														25000																																																																																																																																																																																																																																									
1651	Jotun Werewolf	20	29										1		10070	1	7	7	49	9	14	17	25	13	13	5	2	3	18						10				200	2	1	1	1	1	2																																										1																																													-5		15																					10																																																									1310											115																																																																														30000																																																																																																										1																																																																																																																															
1652	Jotun Werewolf	20	29										1		10080	1	7	7	53	9	14	17	25	13	13	5	2	3	18						10				200	2	1	1	1	1	2							2						2	1	100	1	1	53760													1											1																																													-5		15																					10																																															1									1653												115																																																						-1																								30000																																																																																																										1																																																																																																																															
1653	Jotun Wolf	20	29										1		10080	1	7	7	25	9	14	17	23	13	11	5	2	3	28						10				200	0		0	0	0	2							2						2	1	100	1	1	53760													1								1			1																40																													-5		15																					10																																																								553												115																																																						-2																								30000																																																																																																										1																																																																																																																															
1654	Lictor	554							14				1		10020	1	3	3	12	0	11	14	11	12	12	10	3	2	12						50	10				2	1	1	1	1	2																															1																																																																																																																				2																															106																																																																														10000																																																																																																																																																																																																																																									
1655	Censor	554							14				1		10040	1	3	3	14	0	12	15	12	13	13	10	3	2	12						50	100				2	1	1	1	1	2																															1																																																																																																																				10																															106																																																																														10000																																																																																																																																																																																																																																									
1656	Smoulderghost	457											1		0	1	3	3	15	0	14	16	13	11	10	7	0	20	12						10	10				2	1	1	1	1	2																																			1									1																											1																	25		25											3														1																																																															101																																																																														10000																																																										1																																																																																																																								1																																																							
1657	Longdead Triarius	28							30	126	170		1		0	1	3	3	6	0	10	50	10	12	9	10	0	20	11						10	50				2	1	1	1	1	2																																		1	1														1																					1	1															1			15	25																																																																																																																																																																						10000																																																										1																																																																																																																																																																															
1658	Longdead Principe	6	21						31	126	170		1		0	1	3	3	6	0	10	50	10	12	9	10	0	20	11						10	50				2	1	1	1	1	2																																		1	1														1																					1	1															1			15	25																																																																																																																																																																						10000																																																										1																																																																																																																																																																															
1659	Tomb Charioteer	10							142	135			1		0	0	3	3	7	0	11	50	12	12	11	11	0	20	10			3569			50	50				2	1	1	1	1	2																																		1	1																																			1	1															1			15	25																																																																																																																																																																						10000																																																1										1																																																										1																																																																																					1																								50078								
1660	Reassembled Prince	10							142	135			1		0	0	3	3	45	14	17	30	19	15	13	9	0	20	12			766			150	150				2	1	1	1	1	2														2																	1			1	1																																1				1						1									1			15	25																																																																																						Udum'ukinna																																																																																10000																																																1										1																	1																																																																																																																																																						50030								
1661	Misbred	18											1		10020	1	4	4	17	6	12	14	15	11	8	7	2	2	10						50	10			250	2	1	1	1	1	2																																												1							1							40																														25					100								3																																																																													101																																																																														30000																																															300														75																																																																																																															1																																																													
