id#;name;era;frq;mask;lvl;type;F;A;W;E;S;D;N;B;gold;res;sup;unr;exp;lab;fort;scale1;scale2;rit;ritrng;runit1;;runit2;;runit3;;runit4;;runit5;;sumpath;sum1;sum1name;#sum1;sum2;sum2name;#sum2;sum3;sum3name;#sum3;conj;alter;evo;const;ench;thau;blood;heal;disease;curse;horror;holyfire;holypow;scry;adventure;plains;forest;mount;waste;farm;sea;coast;swamp;deepsea;cave;unique;other
269;Dragon Cliff;;2;223;1;Air;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20%;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
270;Tower of the Silver Order;;2;223;1;Air;;3;;;2;;;;;;;;;lab;;;;;;100;Adept of the Silver Order;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
271;Tower of the Silver Order;;2;223;1;Air;;2;;;3;;;;;;;;;lab;;;;;;100;Adept of the Silver Order;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
272;Tower of the Silver Order;;2;223;1;Air;;2;;;2;;;;;;;;;lab;;;;;;100;Adept of the Silver Order;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
273;Academy of High Magics;;2;223;1;Air;;1;;;;1;;;;;;;;lab;;;;;;312;Wizard;302;Wizard;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
274;Cloud Spire;;2;223;2;Air;;2;;;;;;;;;;;;;;;;;;93;Wind Master;92;Cloud Mage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
275;Ivory Tower;;2;223;2;Air;;3;;;1;;;;;;;;;lab;;;;;;343;Sorceress;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
276;Twin Spire Tower;;2;223;1;Air;;1;;;1;;;;;;;;;;;;;;;343;Sorceress;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
277;Stone Spires;;2;8;1;Air;;2;;;;;;;;;;;;;;;;A;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;
278;Tempest Spire;;2;4;1;Air;;1;;;;;;;;;;;;;;;;;;93;Wind Master;;;;;;;;;;;;;;;;;;;;;20%;;;;;;;;;;;;;;;Yes;;;;;;;;;
279;Blizzard Valley;;2;4;1;Air;;1;1;;;;;;;;;;;;;Cold;;;;;;;;;;;;;;;;;;;;;;;;;;20%;;;;;;;;;;;;;;;Yes;;;;;;;;;
280;Forest of Joy;;1;16386;1;Air;;1;;;;;;;;;;-5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;Yes;
281;The Cloven Mountain;;1;16388;1;Air;;3;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;Yes;
282;Stairway Mountain;;1;16388;1;Air;;2;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;Yes;
283;Mirror Wall Palace;;1;16607;1;Air;;3;;;;;;;;;;;;;;;;;;343;Sorceress;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
284;The Flailing Forest;;1;16386;2;Air;;2;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;Yes;
285;The Whirlwind of Cyclon;;1;16607;2;Air;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
286;The Doom Cloud;;1;16607;2;Air;;2;;;;2;;;;;;;;;;Misfortune;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
287;The Inverted Tower;;1;17119;3;Air;;4;;;;;;;;;;;;lab;;;;;;341;Illusionist;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;Yes;
288;The Rainbow Shroud;;1;16607;3;Air;;2;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20%;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
289;Palace of Dreams;;2;16385;4;Air;;4;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;;Yes;
290;Dragon Mountain;;2;16388;0;Air;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;Air;593;Draconian;1;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;Yes;
291;Silver Forest;;2;2;1;Air;;1;;1;;;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;;
292;Valley of the Roc;;2;16388;3;Air;1;1;;1;;;;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;Yes;
293;Enchanted Windmill;;0;223;1;Air;;1;;;;;;;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
294;Whisperwind Tower;;1;223;1;Air;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
295;Scorchwind Waste;;1;8;2;Air;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;
296;Saltspray Cliffs;;1;64;2;Air;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;
297;Copper Mists;;1;8;2;Air;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;
298;Moonwind Marsh;;1;128;2;Air;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;
299;Plaguewind Waste;;1;8;2;Air;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;
300;Thunder Woods;;1;223;2;Air;;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
301;Dragon Jaws;;2;16388;0;Air;1;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;Air;593;Draconian;1;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;Yes;
302;Tempest Hall;;2;223;2;Air;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
303;Well of White Water;;0;735;1;Water;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
304;Mercury Pond;;0;735;1;Water;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
305;Singing Stream;;1;735;2;Water;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
306;Weeping Stone;;0;735;3;Water;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
307;Boiling Bog;;0;134;1;Water;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;;;;;Yes;;;;
308;Lake of Mists;;1;223;0;Water;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
309;Sinkmarsh;;0;130;1;Water;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;Yes;;;;
310;Lantern Fens;;0;130;1;Water;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;Yes;;;;
311;Geyser;;1;223;1;Water;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
312;Pearl Beach;;1;64;1;Water;;;;;1;;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;
313;Waterfall;;1;735;1;Water;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
314;Rockside Spring;;0;4;1;Water;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;
315;Well of Yesterdays Waters;;1;735;1;Water;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
316;Corpse Candles' Marsh;;0;130;1;Water;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;Yes;;;;
317;Overgrown Lake;;1;223;1;Water;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
318;Lifeless Lake;;1;735;1;Water;;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
319;River Fortress;;2;223;1;Water;;;1;;;;;;;;;;;;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
320;Bottomless Lake;;2;735;1;Water;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20%;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
321;Mist Swamps;;1;130;1;Water;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;Yes;;;;
322;Academy of High Magics;;2;223;1;Water;;;1;;;;;1;;;;;;lab;;;;;;312;Wizard;302;Wizard;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
323;Frost Vale;;2;4;2;Water;;;1;;;;;;;;;;;;;Cold;;;;309;Ice Druid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;
324;Azure Academy;;1;16607;1;Water;;;;;;;;;;;;;;lab;2;;;;;97;Azure Mage;96;Azure Initiate;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
325;Rustwater;;1;16607;1;Water;1;;2;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
326;The Ferry;;1;16607;1;Water;1;;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
327;Mount Frost;;1;16388;1;Water;;;2;;;;;;;;;;;;;Cold;;;;;;;;;;;;;;Water;511;Winter Wolf;2;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;Yes;
328;The Forest of the Lake;;1;16386;1;Water;;;2;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;Yes;
329;Stony Swamps;;1;16514;1;Water;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;Yes;;;Yes;
330;The Frozen Forest;;1;16386;2;Water;;;3;;;;1;;;;;;;;;Cold;;;;309;Ice Druid;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;Yes;
331;The Sea of the Tears of Men;;2;16607;2;Water;;;2;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
332;The Water Sphere;;1;16607;3;Water;;;3;;;;;;;;;;;;;;;W;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
333;The Great Mirror of Maaki;;2;16607;3;Water;;1;1;;1;;;;;;;;;;;;;*;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
334;The Sea Underneath;;2;17119;4;Water;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;Yes;
335;Temple of the Turning Tide;;2;64;1;Water;;;1;;;;;;;;;;;;;;;;;529;Sea Father;;;;;;;;;;;;;;;;;;;;20%;;;;;;;;;;;;;;;;;;;;Yes;;;;;
336;Black Ice Valley;;2;4;1;Water;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20%;;;;;;;;;;;;;;;Yes;;;;;;;;;
337;Frozen Fountain;;2;735;2;Water;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
338;Frozen Lands;;2;223;0;Water;;;1;;;;;;;;;;;;;Cold;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
339;Academy of the Crescent Moon;;2;16607;3;Water;;;2;;2;;;;;;;;;lab;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
340;Well of All Waters;;2;16607;3;Water;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Water;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
341;The Swamp of Dread;;2;16512;1;Water;;;1;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;Yes;
342;The Sunless Sea;;2;16904;3;Water;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;Yes;Yes;
343;Healing Spring;;2;223;2;Water;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10%;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
344;Enchanted Well;;0;735;1;Water;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
345;Icebrick Tower;;1;223;1;Water;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
346;Steam Fountain;;1;16;2;Water;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;
347;Rain Ridge;;1;4;2;Water;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;
348;Meltwater Stream;;1;4;2;Water;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;
349;Moonlit Lake;;1;4;2;Water;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;
350;Oasis of the Dead;;1;8;2;Water;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;
351;Double Bottom Lake;;1;2;2;Water;;;1;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;;
352;Merman Village;;0;64;0;Water;;;;;;;;;;;;;;;;;;;;1065;Merman;1067;Merman Captain;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;
353;Temple of the Sacred River;;2;223;2;Water;;;1;;;1;;;;;;;;;;;;;;1877;Renata;1878;Renatus;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
354;Mineral Cave;;0;607;1;Earth;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;;;Yes;;
355;Earth Blood Seepage;;0;735;1;Earth;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
356;Firbolg Fortress;;1;223;2;Earth;;;;2;;;;;;;;;;;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
357;Iron Cliff;;0;255;3;Earth;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;;;;
358;Canyon of Sand;;1;255;0;Earth;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;Yes;Yes;Yes;;;;
359;Mine of Superior Iron;;0;4;0;Earth;;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;
360;Great Iron Mine;;0;516;0;Earth;;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;Yes;;
361;Great Gold Mine;;0;516;0;Earth;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;Yes;;
362;Great Silver Mine;;0;516;0;Earth;;;;;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;Yes;;
363;Hidden Gold Mine;;0;516;1;Earth;;;;;;;;;100;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;Yes;;
364;Gem Deposits;;0;735;1;Earth;;;;;;;;;75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
365;Gorge;;0;516;1;Earth;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;Yes;;
366;Magma Cave;;0;516;1;Earth;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;Yes;;
367;Standing Stones;;1;223;1;Earth;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
368;Water Filled Cave;;1;223;1;Earth;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
369;Chasm of Strange Lights;;0;516;1;Earth;;;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;Yes;;
370;Cave of the Pale Ones;;1;735;1;Earth;;;;1;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
371;Forest of Truffles;;0;2;1;Earth;;;;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;;
372;Entrance;;2;735;1;Earth;;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20%;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
373;Tower of the Iron Order;;2;223;1;Earth;;;;3;2;;;;;;;;;lab;;;;;;477;Adept of the Iron Order;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
374;Tower of the Iron Order;;2;223;1;Earth;;;;2;3;;;;;;;;;lab;;;;;;477;Adept of the Iron Order;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
375;Tower of the Iron Order;;2;223;1;Earth;;;;2;2;;;;;;;;;lab;;;;;;477;Adept of the Iron Order;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
376;Academy of High Magics;;2;223;1;Earth;;;;1;;;1;;;;;;;lab;;;;;;312;Wizard;302;Wizard;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
377;Twice Walled Tower;;2;223;1;Earth;;;;1;1;;;;;;;;;;;;;;;344;Sorceress;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
378;Archaic Fortress;;2;223;1;Earth;;;;;;;;;;;;;;;22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;;
379;Lost Vale of the Elders;;2;4;2;Earth;;;;1;;;1;;;;;;;;;;;;;345;Gnome;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;;
380;Troll Pit;;2;735;2;Earth;;;;;;;;;;;;;;;;;;;;518;Troll;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
381;Troglodyte Den;;2;735;3;Earth;;;;1;;;;;;;;;;;;;;;;447;Troglodyte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
382;Runaway Pit;;2;735;3;Earth;;;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
383;Steel Swamps;;1;16512;0;Earth;;;1;1;;;;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;Yes;
384;White Man Hill;;1;16607;0;Earth;;;;;;;1;;;;100;;;;;Growth;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
385;The Forgotten Fortress;;1;16607;2;Earth;;;;;;;;;;;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
386;The Jervellan Wall;;1;16607;1;Earth;;;;;;;;;;;;;;;21;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
387;Ten Thousand Things;;1;735;1;Earth;1;1;1;1;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;;
388;The Broken Maze;;1;16607;2;Earth;;;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
389;The Labyrinth;;1;16607;2;Earth;;;;2;2;;;;;;;;;;;;;;;234;Minotaur;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
390;The Chasm of Black Roses;;1;16388;3;Earth;;;;1;;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;;;;;;;Yes;
391;The Underworld;;1;17119;3;Earth;;;;3;;;;;;;;;;;;;;;;447;Troglodyte;345;Gnome;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;Yes;Yes;
392;The Statues of the Overlords;;2;16607;0;Earth;;;;;;;;;;;;;;;;Order;Productivity;E;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
393;The Cornerstone;;2;16607;3;Earth;;;;4;1;;;;;;;;;;;Order;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
394;The Factory;;2;16607;4;Earth;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;Earth;532;Mechanical Man;1;;;;;;;;;;;;;;;;;;;;;;Yes;Yes;Yes;Yes;Yes;;Yes;Yes;;;Yes;
395;Castle Arcanum;;1;16477;1;Earth;1;;;1;;;;;;;;;;;6;;;;;312;Wizard;875;Warrior Mage;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Yes;;Yes;Yes;Yes;;Yes;;;;Yes;
