id#;unitname;wpn1;wpn2;wpn3;wpn4;wpn5;wpn6;wpn7;helm;armor;shield;misc;rt;lim;basecost;gmon;gcom;rsrc;sz;resz;hp;prot;mr;mor;str;att;def;prec;enc;map;ap;adx;cav;inv;ldr-n;ldr-u;ldr-m;agestrt;ageold;hand;head;body;foot;misc;path;dom;inn;F;A;W;E;S;D;N;B;H;rand1;nbr1;link1;mask1;rand2;nbr2;link2;mask2;rand3;nbr3;link3;mask3;rand4;nbr4;link4;mask4;holy;inq;mind;lifeless;undead;demon;mgcbng;stone;animal;cldbld;female;forest;mount;waste;swamp;cave;aqua;amphi;pamph;float;fly;strmfly;telep;immob;noriver;sailsz;sailmaxsz;stealth;glam;spy;assassin;patience;seduce;succubus;corrupt;rec;imm;reinc;noheal;noeat;homesick;undisc;ffight;slave;std;i-ldr;taskm;beastm;bodyg;waterbr;iceprot;invul;slash;blunt;pierce;resshck;resfire;rescold;respois;voidsan;dv;blind;aawe;awe;halt;fear;brsrk;chill;heat;fshld;bfshld;dmgrev;pcloud;plague;slime;mindslime;disbel;reform;regen;reanim;barbs;petrify;eyeloss;eth;ethtrue;deathcu;trmpl;swal;pwstrm;pwfire;pwcold;pwdark;pwchaos;pwmagic;winter;spring;summer;fall;forge;fixforge;smith;reso;heal;dishe;alch;fortune;event;insane;soulsh;reaper;tax;gem;gemgen;chaosrec;pllg;ptrl;cdef;siege;def-org;sup;unrest;popkill;research;drainres;i-resch;bloodsearch;sacr;ivylord;xbreed;pearl;pathboost;ritualrange;voidsum;her;eleg;shapechange;1shape;2shape;tmp2shape;landshape;seashape;forestshape;normalshape;unique;uniquename;special;nametype;type;class;from;sum;#sum;autosum;#autosum;batsum;#batsum;domsum;#domsum
1426;Crowned Ape;12;;;;;;;148;;;;1;;0;0;0;3;3;3;25;3;14;15;18;12;10;9;3;2;10;0;0;0;120;0;0;40;45;2;1;1;1;2;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;1;0;0;1;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Mwaka;Hero, Machaka;;c;Hero;Event;;;;;;;;
1427;Bakemono Sorcerer;7;;;;;;;;44;;;2;;10030;35;400;1;3;3;26;7;16;14;17;10;9;10;2;2;14;0;0;0;40;0;0;77;50;2;1;1;1;2;;;;2;;1;2;;2;;;1;100;1;1;5760;10;1;1;5760;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;50;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;134;c;Mage;Recruitment;;;;;;;;
1428;Bakemono Kunshu;379;;;;;;;;129;;;1;;80;80;80;1;3;3;44;7;18;30;20;14;12;11;2;2;14;0;0;0;80;0;0;289;500;2;1;1;1;2;50;1;;1;;;;;1;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;1;;0;0;;;;;;;;;;;;;;;;;;;;;50;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;134;g;Pretender;;;;;;;;;
1429;Uba;126;;;;;;;;;;;1;;10010;10;145;1;2;2;9;0;15;12;9;8;8;10;3;2;8;0;0;0;10;0;0;45;50;2;1;1;1;2;;;;;;1;;;1;1;;;100;1;1;13440;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;1430;;;;;;;;0;;;133;c;Mage;Recruitment;;;;;;;;
1430;Ghost Cat;322;29;;;;;;;;;;1;;10010;10;145;1;3;3;24;4;15;14;16;13;11;5;3;3;20;0;0;0;10;0;0;20;45;0;0;0;0;2;;;;;;;;;;;;;100;1;1;13440;;;;;;;;;;;;;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;;0;0;0;;0;0;;;;0;;40;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;50;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;-1 all;;;;;1429;;;;;;;;0;;;133;c;Mage;Recruitment;;;;;;;;
1431;Nushi;29;;;;;;;;;;;1;;0;0;0;1;2;2;10;0;17;8;9;8;9;10;2;2;12;0;0;0;40;0;0;68;50;2;1;1;1;2;;;;;;3;;;1;2;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;20;;;;;;;;;;;;;;;;;;;;;0;;3;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;1435;;;;;;;;0;;;133;c;Mage;Summon;;;;;;;;
1432;Hannya;92;;;;;;;;;;;1;;10020;20;195;1;3;3;18;5;17;13;12;11;13;12;4;2;8;0;0;0;10;0;0;170;167;2;1;1;0;2;;;;2;;;;;2;1;;;;;;;;;;;;;;;;;;;0;0;0;0;0;1;0;0;0;1;1;0;1;0;1;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;25;;15;;;0;;;;;;;3;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;133;c;Mage;Recruitment;;;;;;;;
1433;Kitsune;92;;;;;;;;;;;1;;0;0;0;1;2;2;11;0;18;8;9;11;12;13;2;2;8;0;0;0;0;0;0;149;200;2;1;1;1;2;;;;;;;;;;3;;;50;3;1;3840;25;1;1;9984;;;;;;;;;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;;0;0;0;;0;0;;;;0;;80;0;1;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;1434;;;;;;;;0;;;133;c;Mage;Summon;;;;;;;;
1434;Kitsune;20;;;;;;;;;;;1;;0;0;0;1;2;2;5;2;18;7;5;11;15;13;2;3;28;0;0;0;0;0;0;149;200;0;0;0;0;2;;;;;;;;;;3;;;50;3;1;3840;25;1;1;9984;;;;;;;;;0;0;0;0;0;0;0;0;1;0;1;1;1;0;0;;0;0;0;;0;0;;;;0;;80;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;1433;;;;;;;;0;;;133;c;Mage;Summon;;;;;;;;
1435;Swamp Serpent;239;;;;;;;;;;;1;;0;0;0;1;3;3;20;8;17;11;12;13;8;10;3;1;8;0;0;0;40;0;0;28;67;0;0;0;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;15;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;1431;;;;;;;;0;;;133;u;Mage;Summon;;;;;;;;
1436;Mujina;377;;;;;;;;;;;1;;100;100;100;1;2;2;10;0;13;12;9;11;11;11;2;2;12;0;0;0;0;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;;0;0;0;;0;0;;;;0;;70;0;0;1;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;100;0;;;;5;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;133;c;Commander;Recruitment;;;;;;;;
1437;Blindfighter;6;;;;;;;141;19;3;;1;;10020;26;65;1;2;2;14;0;13;14;11;13;11;8;3;1;12;0;0;0;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Recruitment;;;;;;;;
1438;Ktonian Necromancer;7;;;;;;;;;;;2;;10010;11;300;1;2;2;10;0;15;11;9;9;9;8;3;1;10;0;0;0;10;0;0;60;50;2;1;1;1;2;;;;1;;;2;;2;;;1;100;1;1;7296;10;1;1;7296;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;50;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Mage;Recruitment;;;;;;;;
1439;Iron Corpse;6;6;;;;;;;;;;1;;0;0;0;1;2;2;15;16;5;50;12;8;7;5;0;3;6;0;0;0;10;40;0;187;500;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;;0;0;1;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;15;25;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Summon;;;;;;;;
1440;Iron Ancestor;6;6;;;;;;;;;;1;;0;0;0;1;2;2;25;19;14;30;14;11;9;5;0;3;6;0;0;0;10;40;0;187;500;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;;0;0;1;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;15;25;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Summon;;;;;;;;
1441;Flame Corpse;6;6;;;;;;;;;;1;;0;0;0;1;2;2;14;15;5;50;14;8;7;5;0;3;6;0;0;0;40;40;0;187;500;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;;0;0;1;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;1;1;;;;;;;;;;;;;;;;;;15;25;;;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;explodes on death;;u;Unit;Summon;;;;;;;;
1442;Attendant of the Dead;9;;;;;;;;;;;1;;10010;13;100;1;2;2;10;0;12;9;9;9;9;8;3;2;10;0;0;0;10;0;0;37;50;2;1;1;1;2;;;;;;;1;;1;;;1;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;50;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Priest;Recruitment;;;;;;;;
1443;Servant of the Oracles;7;;;;;;;;;;;1;;10010;13;185;1;2;2;10;0;14;12;8;9;9;8;3;1;10;0;0;0;40;0;0;44;50;2;1;1;1;2;;;;;;;1;;1;;;2;100;1;1;7296;;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;50;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Mage;Recruitment;;;;;;;;
1444;Blindlord;6;;;;;;;141;19;3;;1;;10050;65;80;1;2;2;16;0;13;15;12;14;11;8;3;1;12;0;0;0;10;0;40;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;;1;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Commander;Recruitment;;;;;;;;
1445;Cave Captain;6;;;;;;;20;13;3;;1;;10010;10;70;1;2;2;12;0;10;12;11;11;11;8;3;2;12;0;0;0;80;0;0;27;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;50;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Commander;Recruitment;;;;;;;;
1446;Gate Lord;6;;;;;;;21;19;3;;1;;10010;10;110;1;2;2;14;0;10;14;11;11;12;8;3;1;12;0;0;0;120;0;0;33;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;50;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Commander;Recruitment;;;;;;;;
1447;Agarthan Light Infantry;6;;;;;;;20;15;2;;1;;10010;10;40;1;2;2;10;0;10;10;10;10;10;8;3;2;12;0;0;0;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;50;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Recruitment;;;;;;;;
1448;Agarthan Scout;9;23;;;;;;120;5;;;1;;10010;10;25;1;2;2;10;0;10;10;10;10;10;8;3;2;12;0;0;0;0;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;;0;0;0;;0;0;;;;0;;60;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;50;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Scout;Recruitment;;;;;;;;
1449;Agarthan Sapper;267;;;;;;;20;15;;;1;;10020;20;50;10;2;2;10;0;9;10;11;10;10;8;3;2;12;0;0;0;40;0;0;22;50;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;50;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;7;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Recruitment;;;;;;;;
1450;Cave Knight;8;417;;;;;;118;18;3;;1;;100;100;100;8;4;2;13;0;10;14;11;11;11;8;4;1;7;0;1;0;40;0;0;22;50;2;1;1;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;50;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;*;*;;;;;0;;;;u;Unit;Recruitment;;;;;;;;
1451;Drake Lord;8;417;;;;;;118;18;3;;1;;120;120;120;8;4;2;13;0;10;14;11;11;11;8;4;1;7;0;1;0;120;0;0;33;50;2;1;1;0;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;50;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;*;*;;;;;0;;;;c;Commander;Recruitment;;;;;;;;
1452;Pale One Militia;1;;;;;;;;;;;1;;10007;7;35;1;3;3;18;2;12;8;12;7;7;7;3;2;10;0;0;0;40;0;0;77;200;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;0;1;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;;;;;;;100;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Recruitment;;;;;;;;
1453;Pale One Warrior;1;;;;;;;135;136;1;;1;;10010;10;40;1;3;3;18;2;12;10;12;8;8;7;3;2;10;0;0;0;40;0;0;77;200;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;0;1;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;;;;;;;100;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Recruitment;;;;;;;;
1454;Unused Ancient One;92;;;;;;;;;;;1;;10040;45;80;1;4;4;42;3;13;11;18;8;8;7;4;2;14;0;0;0;40;0;0;165;200;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;0;1;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;;;;;;;100;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;n/a;Unused;;;;;;;;;
1455;Ancient Wet One;1;;;;;;;;;;;1;;10040;45;80;1;4;4;42;3;13;11;18;9;9;7;4;2;14;0;0;0;40;0;0;165;200;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;0;1;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;;;;;;;100;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;?;;;;;;;;
1456;Seal Guard;426;;;;;;;135;136;;;1;;10045;55;95;1;4;4;44;3;14;13;19;10;10;7;4;1;14;0;0;0;40;0;0;165;200;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;0;1;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;;;;;;;100;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Recruitment;;;;;;;;
1457;Oracle of the Subterranean Waters;165;;;;;;;;;;;2;;10035;40;365;1;4;4;40;3;18;13;18;9;9;7;5;2;14;0;0;0;40;0;0;385;400;2;1;1;1;2;;;;;;1;3;;;;;3;100;1;1;1536;10;1;1;1536;;;;;;;;;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;0;1;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;;;;;;;100;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;10;;;;0;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Mage;Recruitment;;;;;;;;
1458;Earth Blooded;7;;;;;;;;;;;1;;0;0;0;1;4;4;55;3;18;14;19;8;8;5;4;1;14;0;0;4;120;0;0;825;1000;2;1;1;1;2;;;;2;;;5;;;;;3;;;;;;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;0;1;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;;;;;;;100;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;10;;;;0;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;0;Ogon;Hero, Agartha;;c;Hero;Event;;;;;;;;
1459;Oracle of the Ancients;7;;;;;;;;;;;2;;10035;40;375;1;4;4;40;3;18;13;18;8;8;7;5;1;14;0;0;0;80;0;0;440;400;2;1;1;1;2;;;;;;;3;;1;;;3;100;1;1;5760;10;1;1;5760;;;;;;;;;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;0;1;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;;;;;;;100;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;10;;;;0;;;;;;;;5;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Mage;Recruitment;;;;;;;;
1460;Earth Reader;7;;;;;;;;;;;1;;10010;13;160;1;3;3;18;2;15;10;12;8;8;7;3;2;10;0;0;0;40;0;0;169;300;2;1;1;1;2;;;;;;;1;;;;;1;100;1;1;5760;;;;;;;;;;;;;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;0;1;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;;;;;;;100;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;5;;;;0;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Mage;Recruitment;;;;;;;;
1461;Troglodyte Lord;33;;;;;;;;;;;1;;10050;50;65;1;4;4;43;9;12;15;24;13;10;5;2;2;16;0;0;0;10;0;0;22;50;2;0;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;0;0;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;0;;;;;;;;;;;;;;;;;;;;;100;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;1;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Commander;Recruitment;;;;;;;;
1462;Cavern Guard;308;;;;;;;135;136;;;1;;10013;13;40;1;3;3;21;2;12;12;13;9;9;7;3;1;10;0;0;0;40;0;0;77;200;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;0;1;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;;;;;;;100;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Recruitment;;;;;;;;
1463;Pale One Commander;1;;;;;;;135;136;1;;1;;10010;10;40;1;3;3;22;2;12;12;13;10;9;7;3;2;10;0;0;0;40;0;0;77;200;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;0;1;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;;;;;;;100;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;c;Commander;Recruitment;;;;;;;;
1464;Pale One Warrior;1;;;;;;;;142;1;;1;;10010;10;40;1;3;3;18;2;12;10;12;8;8;7;3;2;10;0;0;0;40;0;0;77;200;2;1;1;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;;0;1;0;;0;0;;;;0;;;0;0;0;;0;0;0;0;0;;0;1;;;;;;;;;;;;;;;;;;;;;100;0;;;;;;;;;;;;;;;;;;;0;0;0;0;0;;0;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;2;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;u;Unit;Recruitment;;;;;;;;
