id	name	school	researchlevel	path1	pathlevel1	path2	pathlevel2	effect_record_id	effects_count	precision	fatiguecost	gemcost	next_spell	damage	end
712	Astral Fires	2	6	4	4	0	1	712	1	100	20	0	118	10	
713	The Wrath of God	2	6	4	5	1	3	713	1	0	0	70	0	14	
714	Blast of Unlife	2	6	5	3	-1	0	714	1	0	20	0	0	1017	
715	Bane Fire	2	6	5	3	0	1	715	1	1	20	0	117	1052	
716	Stream of Life	2	6	6	3	-1	0	716	1	2	20	0	0	5025	
717	False Horror	2	6	7	3	-1	0	717	1	0	10	0	0	448	
718	Fire Storm	2	7	0	5	-1	0	718	1	0	0	3	0	25	
719	Elemental Opposition of Water	2	7	0	5	-1	0	719	1	0	0	60	0	2	
720	Thunderstorm	2	7	1	4	-1	0	720	5020	0	0	30	0	2020	
721	farkill: Thunderstorm	-1	1	1	4	-1	0	721	1	0	0	0	5	2020	
722	Elemental Opposition of Earth	2	7	1	5	-1	0	722	1	0	0	60	0	3	
723	Ice Strike	2	7	2	2	-1	0	723	1	1	20	0	0	18	
724	Murdering Winter	2	7	2	5	-1	0	724	1	0	0	40	0	8	
725	Elemental Opposition of Fire	2	7	2	5	-1	0	725	1	0	0	60	0	0	
726	Acid Storm	2	7	2	4	0	1	726	1	0	0	3	0	11	
727	Elemental Opposition of Air	2	7	3	5	-1	0	727	1	0	0	60	0	1	
728	Rain of Stones	2	7	3	3	1	1	728	1	0	0	1	0	102	
729	Nether Darts	2	7	4	1	5	1	729	1014	0	15	0	24	1014	
730	Cloud of Death	2	7	5	4	1	1	730	1	-3	20	0	0	262144	
731	Wind of Death	2	7	5	4	1	1	731	1	0	0	1	0	256	
732	Stygian Rains	2	7	5	3	2	2	732	1	0	0	2	79	17179869184	
733	Storm of Thorns	2	7	6	2	-1	0	733	2006	0	20	0	47	1013	
734	Poison Mist	2	7	6	3	1	1	734	1	-1	40	0	0	64	
735	Miasma	2	7	6	4	-1	0	735	150	0	0	25	0	1001	
736	farkill: Miasma	-1	1	6	4	-1	0	736	1	0	0	0	0	1001	
737	Illusory Attack	2	7	7	4	-1	0	737	10015	0	0	8	30	297	
738	Shimmering Fields	2	7	7	5	-1	0	738	1	0	0	2	0	1004	
739	Wailing Winds	2	7	7	4	1	1	739	1	0	0	2	0	12	
740	Pillar of Fire	2	8	0	2	-1	0	740	1	0	20	0	0	3029	
741	Second Sun	2	8	0	8	-1	0	741	1	0	0	80	0	41	
742	Maelstrom	2	8	2	6	-1	0	742	1	0	0	80	0	47	
743	Chain Lightning	2	8	1	3	-1	0	743	1	0	30	0	0	1003	
744	Meteor Shower	2	8	3	5	4	4	744	1	0	0	3	0	103	
745	Astral Tempest	2	8	4	5	-1	0	745	1	0	0	2	0	3	
746	Vortex of Unlife	2	8	5	5	-1	0	746	1	0	20	0	0	1011	
747	Aurora Borealis	2	8	7	5	4	1	747	1	-1	0	2	0	122	
748	Flames from the Sky	2	9	0	5	-1	0	748	1	0	0	30	0	1015	
749	farkill: Flames from the Sky	-1	1	0	5	-1	0	749	1	0	20	0	113	1015	
750	Flame Storm	2	9	0	5	-1	0	750	1	0	0	1	0	2005	
751	Volcanic Eruption	2	9	0	4	3	3	751	1	0	0	25	0	4	
752	Lightning Field	2	9	1	6	-1	0	752	1	0	0	1	0	1	
753	Niefel Flames	2	9	2	5	-1	0	753	1	0	0	1	0	1007	
754	Tidal Wave	2	8	2	5	-1	0	754	1	0	0	15	0	10	
755	Lost Land	2	9	3	6	2	5	755	1	0	0	100	0	20	
756	Strands of Arcane Power	2	9	4	7	-1	0	756	1	0	0	70	0	79	
757	Stellar Strike	2	9	4	5	3	3	757	40	0	0	20	0	150	
758	farkill: Stellar Strike	-1	1	4	3	3	1	758	3	-3	50	0	107	150	
759	Distill Gold	1	1	0	1	-1	0	759	1	0	0	10	0	250	
760	Charge Body	1	1	1	1	-1	0	760	1	0	5	0	0	16384	
761	Fists of Iron	1	1	3	1	-1	0	761	1000	100	20	0	0	15	
762	Earth Grip	1	1	3	1	-1	0	762	1	5	10	0	0	16384	
763	Hand of Death	1	1	5	2	-1	0	763	1	0	5	0	0	5030	
764	Skeletal Body	1	1	5	1	-1	0	764	1	0	20	0	0	274877906944	
765	Eagle Eyes	1	1	6	1	-1	0	765	1	0	5	0	0	4	
766	Cat Eyes	1	1	6	1	-1	0	766	1	0	5	0	0	35184372088832	
767	Personal Poison Resistance	1	1	6	1	-1	0	767	1	0	5	0	0	288230376151711744	
768	Personal Barkskin	1	1	6	1	-1	0	768	1	0	5	0	0	16	
769	Blurred Body	1	1	7	1	-1	0	769	1	0	10	0	0	4398046511104	
770	Burn	1	2	0	1	-1	0	770	1	100	10	0	0	512	
771	Resist Cold	1	2	0	1	-1	0	771	1	0	10	0	0	4096	
772	Resist Fire	1	2	2	1	-1	0	772	1	0	10	0	0	1024	
773	Quicken Self	1	2	2	1	-1	0	773	1	0	20	0	0	262144	
774	Ice Shield	1	2	2	1	-1	0	774	1	0	20	0	0	549755813888	
775	Gooey Water	1	2	2	2	-1	0	775	1	2	20	0	0	134217728	
776	Personal Mistform	1	2	1	2	-1	0	776	1	0	10	0	0	65536	
777	Resist Lightning	1	2	3	1	-1	0	777	1	0	10	0	0	2048	
778	Alchemical Transmutation	1	2	3	1	-1	0	778	1	0	0	10	0	200	
779	Personal Stoneskin	1	2	3	1	-1	0	779	1	0	10	0	0	65536	
780	Armor of Achilles	1	2	3	1	-1	0	780	1	3	40	0	0	10	
781	Gift of Cheated Fate	1	2	4	1	-1	0	781	1	0	20	0	0	1	
782	Weakness	1	2	5	1	-1	0	782	1	3	20	0	0	3	
783	Enlarge	1	2	6	2	-1	0	783	1	0	20	0	0	2147483648	
784	Mirror Image	1	2	7	1	-1	0	784	1	0	10	0	0	2000	
785	Blur	1	2	7	1	-1	0	785	1	0	20	0	0	4398046511104	
786	Fire Resistance	1	3	2	2	-1	0	786	1	0	20	0	0	1024	
787	Immolation	1	3	0	2	-1	0	787	1	0	20	0	0	1010	
788	Inner Sun	1	3	0	1	4	1	788	1	0	0	1	0	67108864	
789	Protective Winds	1	3	1	2	-1	0	789	1	0	40	0	0	8	
790	Mist	1	3	1	3	-1	0	790	1	0	0	1	0	71	
791	Cold Resistance	1	3	0	2	-1	0	791	1	0	20	0	0	4096	
792	Freeze	1	3	2	2	-1	0	792	1	100	20	0	0	268435456	
793	Lightning Resistance	1	3	3	2	-1	0	793	1	0	20	0	0	2048	
794	Personal Ironskin	1	3	3	1	-1	0	794	1	0	20	0	0	268435456	
795	Earth Meld	1	3	3	2	-1	0	795	1	3	60	0	0	16384	
796	Body Ethereal	1	3	4	1	-1	0	796	1	0	30	0	0	134217728	
797	Gift of Cat Eyes	1	3	6	1	-1	0	797	1	0	20	0	0	35184372088832	
798	Barkskin	1	3	6	1	-1	0	798	1	100	20	0	0	16	
799	Animate Tree	1	3	6	1	-1	0	799	1	100	20	0	0	361	
800	Torpor	1	3	6	2	-1	0	800	1	100	20	0	0	5010	
801	Mossbody	1	3	6	1	2	1	801	1	0	20	0	0	8	
802	Displace Body	1	3	7	2	-1	0	802	1	0	10	0	0	8796093022208	
803	Group Blur	1	3	7	2	-1	0	803	1	0	40	0	0	4398046511104	
804	Combustion	1	4	0	1	-1	0	804	1	100	20	0	0	512	
805	Lacerating Winds	1	4	1	2	-1	0	805	1	1	20	0	0	1003	
806	Liquid Body	1	4	2	1	-1	0	806	1	0	20	0	0	2680059592704	
807	Quickness	1	4	2	2	-1	0	807	1	1	20	0	0	262144	
808	Slow	1	4	2	2	-1	0	808	1	100	20	0	0	68719476736	
809	Encase in Ice	1	4	2	2	-1	0	809	1	100	20	0	0	299	
810	Wolven Winter	1	4	2	3	-1	0	810	1	0	0	5	0	3	
811	Mistform	1	4	1	2	-1	0	811	1	0	20	0	0	65536	
812	Stoneskin	1	4	3	2	-1	0	812	1	0	20	0	0	65536	
813	Temper Flesh	1	4	3	1	-1	0	813	1	0	20	0	0	481036338176	
814	Destruction	1	4	3	3	-1	0	814	1	3	40	0	0	5	
815	Curse of Stones	1	4	3	3	-1	0	815	1	0	0	3	0	32	
816	Blight	1	4	3	2	5	1	816	1	0	0	5	0	9	
817	Arouse Hunger	1	4	5	3	-1	0	817	5025	0	0	8	0	-4	
818	Elemental Fortitude	1	4	6	1	-1	0	818	1	0	10	0	0	7168	
819	Group Barkskin	1	4	6	2	-1	0	819	1	100	40	0	0	16	
820	Swarm	1	4	6	2	-1	0	820	2016	0	0	1	0	-9	
821	Stygian Skin	1	4	5	1	2	1	821	1	0	20	0	0	17179869184	
822	Shrink	1	4	6	2	-1	0	822	1	0	20	0	0	4294967296	
823	Eagle-eyed Warriors	1	6	6	3	-1	0	823	1	0	0	1	0	4	
824	Twilight	1	4	7	3	-1	0	824	1	0	0	1	0	115	
825	Transmute Fire	1	5	0	2	-1	0	825	1	0	0	10	0	350	
826	Cold Resistant Warriors	1	5	0	3	-1	0	826	1	0	0	1	0	4096	
827	Incinerate	1	5	0	3	-1	0	827	1	100	20	0	0	2012	
828	Solar Eclipse	1	5	0	3	4	1	828	1	0	0	1	0	97	
829	Arrow Ward	1	5	1	3	-1	0	829	1	0	0	1	0	8	
830	Storm	1	5	1	4	-1	0	830	1	0	0	1	0	1	
831	Gift of Formlessness	1	5	2	2	-1	0	831	1	0	40	0	0	2680059592704	
832	Winter's Chill	1	5	2	3	-1	0	832	1	100	20	0	0	268435456	
833	Fire Resistant Warriors	1	5	2	3	-1	0	833	1	0	0	1	0	1024	
834	Bone Melter	1	5	2	3	6	2	834	1	3	20	0	0	999	
835	Group Stoneskin	1	5	3	3	-1	0	835	1	0	40	0	0	65536	
836	Lightning Resistant Warriors	1	5	3	3	-1	0	836	1	0	0	1	0	2048	
837	Maws of the Earth	1	5	3	3	-1	0	837	1	3	0	1	100	1012	
838	Ironskin	1	5	3	2	-1	0	838	1	2	40	0	0	268435456	
839	Shatter	1	5	3	3	-1	0	839	1	100	20	0	43	5020	
840	Baleful Star	1	5	4	3	-1	0	840	1	0	0	7	0	5	
841	Enfeeble	1	5	5	2	-1	0	841	1	3	0	1	0	2	
842	Invulnerability	1	5	5	3	-1	0	842	1	0	20	0	0	2	
843	Drain Life	1	5	5	4	-1	0	843	1	100	10	0	0	1010	
844	Blood Poisoning	1	5	6	2	-1	0	844	1	100	20	0	0	2011	
845	Cat-eyed Warriors	1	5	6	3	-1	0	845	1	0	0	1	0	35184372088832	
846	Mother Oak	1	5	6	5	-1	0	846	1	0	0	50	0	46	
847	Nightfall	1	5	7	3	-1	0	847	1	0	0	1	0	97	
848	Shadow Warriors	1	5	7	3	-1	0	848	1	0	0	1	0	4398046511104	
849	Blindness	1	6	0	1	-1	0	849	1	100	20	0	0	4096	
850	Hellscape	1	6	0	4	-1	0	850	1	0	0	10	0	16	
851	Boil	1	6	0	3	2	1	851	1	100	20	0	0	1006	
852	Blizzard	1	6	1	4	2	3	852	1	0	0	1	0	81	
853	Frozen Heart	1	6	2	1	-1	0	853	1	100	20	0	0	2008	
854	Manifest Vitriol	1	6	2	2	0	1	854	1	0	0	3	0	1983	
855	Group Ironskin	1	6	3	3	-1	0	855	1	2	60	0	0	268435456	
856	Earth Gem Alchemy	1	6	3	2	-1	0	856	1	0	0	10	0	300	
857	Iron Bane	1	6	3	3	-1	0	857	1	0	0	1	0	2199023255552	
858	Petrify	1	6	3	5	-1	0	858	1	100	40	0	0	999	
859	Iron Pigs	1	6	3	3	6	1	859	510	0	0	9	0	924	
860	Rewrite Fate	1	6	4	4	-1	0	860	1	5	0	1	0	1	
861	Control	1	6	4	3	-1	0	861	1	100	0	1	0	999	
862	Skeletal Legion	1	6	5	4	-1	0	862	1	0	0	1	102	274877906944	
863	Soul Vortex	1	6	5	3	-1	0	863	1	0	40	0	0	2048	
864	Darkness	1	6	5	4	-1	0	864	1	0	0	4	0	77	
865	Wooden Warriors	1	6	6	3	-1	0	865	1	0	0	1	0	16	
866	Transformation	1	6	6	2	-1	0	866	1	0	0	8	0	1	
867	Giant Warriors	1	6	6	3	-1	0	867	1	0	0	1	0	2147483648	
868	Venomous Death	1	6	6	2	5	1	868	1	100	20	0	114	3019	
869	Gift of Displacement	1	6	7	2	-1	0	869	1	0	20	0	0	8796093022208	
870	Invisibility	1	6	7	3	-1	0	870	1	0	10	0	0	1073741824	
871	Fay-eyed Warriors	4	6	7	3	-1	0	871	1	0	0	1	0	70368744177664	
872	Mirage	1	6	7	4	-1	-1	872	1	0	0	20	0	139	
873	Phoenix Pyre	1	7	0	2	-1	0	873	1	0	20	0	0	134217728	
874	Arrow Fend	1	7	1	4	-1	0	874	1	0	0	1	0	8	
875	Fog Warriors	1	7	1	4	-1	0	875	1	0	0	1	0	65536	
876	Prison of Sedna	1	7	2	3	-1	0	876	1	100	0	1	0	299	
877	Crawl	1	7	2	3	-1	0	877	1	100	0	1	0	68719476736	
878	Wave Warriors	1	7	2	3	-1	0	878	1	0	0	1	0	2680059592704	
879	Ice Walls	1	7	2	5	-1	0	879	1	0	0	15	0	129	
880	Sea of Ice	1	7	2	6	-1	0	880	1	0	0	80	0	28	
881	Marble Warriors	1	7	3	3	-1	0	881	1	0	0	1	0	65536	
882	Iron Walls	1	7	3	5	-1	0	882	1	0	0	10	0	113	
883	Doom	1	7	4	4	-1	0	883	1	0	0	1	0	2	
884	Will of the Fates	1	7	4	5	-1	0	884	1	0	0	2	0	1	
885	Enchanted Walls	1	7	4	5	-1	0	885	1	0	0	10	0	142	
886	Bone Grinding	1	7	5	7	-1	0	886	1	0	0	1	108	3	
887	Curse of the Frog Prince	1	7	6	2	-1	0	887	1	100	20	0	0	2222	
888	Creeping Doom	1	7	6	3	-1	0	888	5055	0	0	1	0	-9	
889	Oaken Army	1	7	6	4	-1	0	889	1	0	0	3	0	16	
890	Army of Shades	1	7	7	4	-1	0	890	1	0	0	2	0	4398046511104	
891	Immaculate Fort	1	7	7	5	-1	0	891	1	0	0	10	0	130	
892	Conflagration	1	8	0	2	-1	0	892	1	100	20	0	0	512	
893	Flameflesh Army	1	8	0	4	-1	0	893	1	0	0	2	0	4096	
894	All-consuming Pyre	1	8	0	5	-1	0	894	1	0	0	1	0	2010	
895	Army of Mist	1	8	1	5	-1	0	895	1	0	0	3	0	65536	
896	Quickening	1	8	2	2	-1	0	896	1	0	0	1	0	262144	
897	Liquify	1	8	2	4	-1	0	897	1	100	20	0	103	999	
898	Frostflesh Army	1	8	2	4	-1	0	898	1	0	0	2	0	1024	
899	Iron Warriors	1	8	3	4	-1	0	899	1	2	0	2	0	268435456	
900	Marble Army	1	8	3	4	-1	0	900	1	0	0	3	0	65536	
901	Wizard's Tower	1	8	3	4	-1	0	901	1	0	0	50	0	24	
902	Crumble	1	6	3	5	-1	0	902	1	0	0	20	0	-50150	
903	Ground Army	1	8	3	4	-1	0	903	1	0	0	2	0	2048	
904	Arcane Domination	1	8	4	7	-1	0	904	1	0	0	7	0	999	
905	Disintegrate	1	8	5	2	-1	0	905	1	100	10	0	0	999	
906	Polymorph	1	8	6	3	-1	0	906	1	5	0	2	0	549	
907	Army of Giants	1	8	6	5	-1	0	907	1	0	0	3	0	2147483648	
908	Eternal Twilight	1	8	7	8	-1	0	908	1	0	0	90	0	118	
909	Displaced Warriors	1	8	7	4	-1	0	909	1	0	0	1	0	8796093022208	
910	Army of Bronze	1	9	3	6	-1	0	910	1	0	0	3	0	268435584	
911	Army of Gold	1	9	3	5	0	1	911	1	0	0	3	0	268436480	
912	Army of Lead	1	9	3	5	4	1	912	1	0	0	3	0	335544320	
913	Arcane Decree	1	9	4	6	-1	0	913	1	0	0	60	0	126	
914	Time Stop	1	9	4	6	-1	0	914	1	0	0	1	0	104	
915	Wish	1	9	4	9	-1	0	915	1	0	0	100	0	0	
916	Utterdark	1	9	5	9	-1	0	916	1	0	0	100	0	56	
917	Army of Rats	1	9	6	5	-1	0	917	1	0	0	4	0	4297064448	
918	Awaken Forest	1	9	6	5	-1	0	918	1	100	0	2	0	361	
919	Summon Cave Grubs	0	1	3	1	-1	0	919	510	0	0	5	0	2526	
920	Tangle Vines	0	1	6	1	-1	0	920	1	2	20	0	0	64	
921	Summon Animals	0	1	6	2	-1	0	921	2026	0	0	10	0	403	
922	Summon Sea Dogs	0	1	6	1	2	1	922	510	0	0	2	0	1064	
923	Summon Crocodiles	0	1	6	1	2	1	923	510	0	0	4	0	2185	
924	Spirit Curse	0	1	5	1	-1	0	924	1	100	0	1	0	2	
925	Shadow Servant	0	1	5	2	-1	0	925	1	0	0	5	0	434	
926	Summon Fire Ants	0	2	0	2	6	1	926	1008	0	0	9	0	2225	
927	Summon Hawk	0	2	1	1	-1	0	927	1	0	20	0	0	517	
928	Summon Storm Power	0	2	1	1	-1	0	928	1	0	10	0	0	8192	
929	Summon Water Power	0	2	2	1	-1	0	929	1	0	20	0	0	524288	
930	Summon Ogres	0	2	3	1	-1	0	930	505	0	0	7	0	2135	
931	Summon Shades	0	2	5	2	-1	0	931	505	0	0	5	0	676	
932	Awaken Vine Men	0	2	6	1	-1	0	932	4	0	0	1	0	361	
933	Awaken Algae Men	0	2	6	1	-1	0	933	4	0	0	1	0	2976	
934	Summon Killer Mantis	0	2	6	2	-1	0	934	510	0	0	5	0	2226	
935	Pack of Wolves	0	2	6	1	-1	0	935	1014	0	0	2	0	284	
936	Summon Horned Serpents	0	2	6	1	-1	0	936	510	0	0	4	0	403	
937	Tapestry of Dreams	0	2	7	2	-1	0	937	1	0	0	4	0	138	
938	Phoenix Power	0	3	0	2	-1	0	938	1	0	20	0	19	262144	
939	Summon Lesser Fire Elemental	0	3	0	1	-1	0	939	1	0	0	1	0	3719	
940	Bind Scorpion Beast	0	3	0	1	3	1	940	1	0	0	2	0	524	
941	Summon Lesser Air Elemental	0	3	1	1	-1	0	941	1	0	0	1	0	3727	
942	Call of the Winds	0	3	1	2	-1	0	942	51	0	0	8	0	517	
943	Summon Amphiptere	0	3	1	2	6	1	943	1	0	0	3	0	1412	
944	Summon Lesser Water Elemental	0	3	2	1	-1	0	944	1	0	0	1	0	3735	
945	Call Krakens	0	3	2	3	-1	0	945	505	0	0	4	0	438	
946	Summon Yetis	0	3	2	2	1	1	946	505	0	0	8	0	2231	
947	Summon Cave Cows	0	3	2	2	3	2	947	510	0	0	3	0	2512	
948	Summon Earthpower	0	3	3	2	-1	0	948	1	0	20	0	0	4096	
949	Summon Lesser Earth Elemental	0	3	3	1	-1	0	949	1	0	0	1	0	3743	
950	Summon Cave Crab	0	3	3	1	2	1	950	1	0	0	4	0	2514	
951	Power of the Spheres	0	3	4	1	-1	0	951	1	0	0	1	0	128	
952	Dark Knowledge	0	3	5	1	-1	0	952	1	0	0	4	0	5	
953	Revive Wights	0	3	5	2	-1	0	953	5	0	0	20	0	533	
954	Revive Bane	0	3	5	2	-1	0	954	1	0	0	7	0	185	
955	Sloth of Bears	0	3	6	2	-1	0	955	1013	0	0	6	0	694	
956	Pride of Lions	0	3	6	2	-1	0	956	1013	0	0	9	0	628	
957	Ambush of Tigers	0	3	6	2	-1	0	957	1013	0	0	9	0	1140	
958	Herd of Buffaloes	0	3	6	2	-1	0	958	505	0	0	8	0	3009	
959	Call of the Wild	0	3	6	4	-1	0	959	40	0	0	9	0	284	
960	Summon Sea Lions	0	3	6	2	2	1	960	1014	0	0	10	0	1063	
961	Summon Bog Beasts	0	3	6	2	2	2	961	505	0	0	5	0	578	
962	Summon Fay Folk	0	3	7	2	6	1	962	10	0	0	5	0	-26	
963	Conjure Phantasmal Wolves	0	3	7	1	-1	0	963	2	0	0	1	0	3625	
964	Nest of Salamanders	0	4	0	2	-1	0	964	1008	0	0	1	0	3658	
965	Summon Fire Drake	0	4	0	2	-1	0	965	1	0	0	6	0	523	
966	Summon Flame Jellies	0	4	0	2	-1	0	966	1008	0	0	6	0	2854	
967	Summon Wyverns	0	4	1	2	-1	0	967	2	0	0	3	0	520	
968	Summon Storm Drake	0	4	1	2	-1	0	968	1	0	0	5	0	3991	
969	Summon Gryphons	0	4	1	2	-1	0	969	510	0	0	9	0	2131	
970	School of Sharks	0	4	2	2	-1	0	970	2006	0	0	1	0	815	
971	Voice of Apsu	0	4	2	2	-1	0	971	1	0	0	2	0	2	
972	Summon Ice Drake	0	4	2	2	-1	0	972	1	0	0	7	0	579	
973	Summon Sea Serpent	0	4	2	2	-1	0	973	1	0	0	4	0	565	
974	Summon Cave Drake	0	4	3	2	-1	0	974	1	0	0	4	0	522	
975	Light of the Northern Star	0	4	4	3	-1	0	975	1	0	0	2	0	40	
976	Summon Shade Beasts	0	4	5	3	-1	0	976	3021	0	0	15	0	442	
977	Summon Lammashtas	0	4	5	2	-1	0	977	2	0	0	1	0	393	
978	Maggots	0	4	6	1	-1	0	978	1	100	0	1	0	50	
979	Summon Spine Frog	0	4	6	2	2	1	979	1	0	0	1	0	3712	
980	Summon Leogryphs	0	4	6	2	-1	0	980	2016	0	0	12	0	2132	
981	Awaken Vine Ogres	0	4	6	3	-1	0	981	3	0	0	3	0	362	
982	Summon Swamp Drake	0	4	6	2	2	1	982	1	0	0	5	0	2196	
983	Summon Kithaironic Lion	0	4	6	3	3	1	983	1	0	0	5	0	514	
984	Strength of Gaia	0	4	6	3	3	1	984	1	0	20	0	27	1048576	
985	Nest of Asps	0	4	6	2	5	1	985	1008	0	0	1	0	3657	
986	At the End of the Rainbow	0	4	7	2	-1	0	986	1	0	0	3	0	7	
987	Conjure Phantasmal Warriors	0	4	7	2	-1	0	987	2	0	0	1	0	3624	
988	Summon Water Kobold	0	4	7	1	2	1	988	1	0	0	12	0	3911	
989	Summon Cave Kobolds	0	4	7	1	3	1	989	505	0	0	5	0	3890	
990	Summon Fay Footfolk	0	4	7	2	6	1	990	505	0	0	12	0	3903	
991	Will o' the Wisp	0	5	0	1	-1	0	991	2	0	0	1	0	527	
992	Summon Fire Elemental	0	5	0	3	-1	0	992	1	0	0	1	0	3716	
993	Summon Summer Lions	0	5	0	3	-1	0	993	505	0	0	13	0	515	
994	Summon Air Elemental	0	5	1	3	-1	0	994	1	0	0	1	0	3724	
995	Summon Spring Hawks	0	5	1	3	-1	0	995	505	0	0	13	0	513	
996	Wind Ride	0	5	1	5	-1	0	996	1	0	0	10	0	100	
997	Raven Feast	0	5	1	4	-1	0	997	1	0	0	3	0	100	
998	Contact Draconians	0	5	1	3	-1	0	998	1	0	0	20	37	620	
999	Voice of Tiamat	0	5	2	2	-1	0	999	1	0	0	8	0	51	
1000	Summon Water Elemental	0	5	2	3	-1	0	1000	1	0	0	1	0	3732	
1001	Contact Sea Trolls	0	5	2	3	-1	0	1001	510	0	0	10	0	564	
1002	Summon Winter Wolves	0	5	2	3	-1	0	1002	505	0	0	6	0	511	
1003	Contact Naiad	0	5	2	3	6	1	1003	1	0	0	35	0	1226	
1004	Naiad Warriors	0	5	2	3	6	1	1004	25	0	0	18	0	1227	
1005	Summon Earth Elemental	0	5	3	3	-1	0	1005	1	0	0	1	0	3740	
1006	Summon Fall Bears	0	5	3	3	-1	0	1006	505	0	0	13	0	512	
1007	Contact Trolls	0	5	3	3	-1	0	1007	505	0	0	10	0	518	
1008	Spirit Mastery	0	5	5	1	-1	0	1008	1024	0	0	4	0	674	
1009	Ghost Grip	0	5	5	1	-1	0	1009	5	3	10	0	0	2023	
1010	Corpse Candle	0	5	5	1	0	1	1010	3	0	0	1	0	528	
1011	Revive Bane Lord	0	5	5	4	-1	0	1011	1	0	0	12	0	998	
1012	Acashic Record	0	5	4	2	-1	0	1012	1	0	0	10	0	999	
1013	Summon Ether Warriors	0	5	4	3	5	1	1013	3	0	0	15	0	736	
1014	Howl	0	5	6	3	-1	0	1014	1	0	0	3	0	88	
1015	Spirits of the Wood	0	5	6	3	-1	0	1015	1012	0	0	8	0	932	
1016	Contact Forest Trolls	0	5	6	3	-1	0	1016	510	0	0	10	0	2219	
1017	Winged Monkeys	0	5	6	3	4	2	1017	1	0	0	10	0	1	
1018	Summon Manticores	0	5	6	2	3	2	1018	3	0	0	10	0	2130	
1019	Vermin Feast	0	5	6	4	-1	0	1019	1	0	0	6	0	99	
1020	Messenger Crows	0	5	1	4	-1	0	1020	1	0	0	6	0	120	
1021	Conjure Phantasmal Beast	0	5	7	3	-1	0	1021	1	0	0	1	0	3626	
1022	Summon Bluecap	0	5	7	2	3	1	1022	1	0	0	20	0	3891	
1023	Summon Fay Knights	0	5	7	3	6	1	1023	3	0	0	15	0	3901	
1024	Awaken Sleeper	0	5	7	4	-1	0	1024	1	0	0	10	0	559	
1025	Summon Fire Snakes	0	6	0	2	-1	0	1025	510	0	0	8	0	814	
1026	Summon Flame Spirit	0	6	0	3	-1	0	1026	1	0	0	30	0	2626	
1027	Summon Great Eagles	0	6	1	3	-1	0	1027	510	0	0	8	0	1381	
1028	Summon Bishop Fish	0	6	2	3	-1	0	1028	1	0	0	15	0	1040	
1029	Shark Attack	0	6	2	3	-1	0	1029	1	0	0	3	0	78	
1030	Sea King's Court	0	6	2	4	-1	0	1030	1	0	0	55	36	580	
1031	Streams from Hades	0	6	2	4	5	1	1031	1	0	0	40	0	1477	
1032	Contact Hill Giant	0	6	3	3	-1	0	1032	1	0	0	3	0	2230	
1033	Troll King's Court	0	6	3	4	-1	0	1033	1	0	0	65	25	519	
1034	Acashic Knowledge	0	6	4	3	-1	0	1034	1	0	0	25	0	55	
1035	Ether Gate	0	6	4	4	5	1	1035	1	0	0	90	64	117	
1036	Summon Spectre	0	6	5	3	-1	0	1036	1	0	0	22	0	329	
1037	Summon Ghosts	0	6	5	2	-1	0	1037	505	0	0	10	0	566	
1038	Forest Troll Tribe	0	6	6	3	-1	0	1038	1	0	0	37	99	2220	
1039	Contact Forest Giants	0	6	6	3	-1	0	1039	2	0	0	2	0	2229	
1040	Summon Sprites	0	6	7	1	6	1	1040	6	0	0	1	0	592	
1041	Contact Lamias	0	6	6	3	-1	0	1041	510	0	0	5	0	394	
1042	Locust Swarms	0	6	6	3	-1	0	1042	1	0	0	8	0	8	
1043	Contact Lamia Queen	0	6	6	5	5	2	1043	1	0	0	25	0	609	
1044	Summon Fay Prince	0	6	7	4	6	1	1044	1	0	0	30	0	3904	
1045	Summon Gnome	0	6	7	3	3	2	1045	1	0	0	35	0	345	
1046	Living Fire	0	7	0	4	-1	0	1046	1000	0	0	2	0	3717	
1047	Living Clouds	0	7	1	4	-1	0	1047	1000	0	0	2	0	3725	
1048	Summon Asp Turtle	0	7	2	3	-1	0	1048	1	0	0	10	0	1234	
1049	Living Water	0	7	2	4	-1	0	1049	1000	0	0	2	0	3733	
1050	Summon Catoblepas	0	7	2	3	5	2	1050	1	0	0	12	0	1290	
1051	Living Earth	0	7	3	4	-1	0	1051	1000	0	0	2	0	3741	
1052	Summon Mound Fiend	0	7	5	3	-1	0	1052	1	0	0	28	0	439	
1053	Harvester of Sorrows	0	7	5	4	-1	0	1053	1	0	0	20	0	491	
1054	Call Wraith Lord	0	8	5	5	-1	0	1054	1	0	0	40	0	181	
1055	Animal Horde	0	7	6	4	-1	0	1055	100	0	0	10	0	403	
1056	Awaken Ivy King	0	7	6	4	-1	0	1056	1	0	0	30	0	931	
1057	Summon Calydonian Boar	0	7	6	5	-1	0	1057	1	0	0	9	0	3684	
1058	Wild Hunt	0	7	7	5	6	3	1058	1	0	0	50	0	75	
1059	Living Castle	0	7	6	4	2	1	1059	1	0	0	40	0	9	
1060	Conjure Phantasmal Knight	0	7	7	2	-1	0	1060	1	0	0	1	0	3627	
1061	Lore of Legends	0	7	7	4	-1	0	1061	1	0	0	20	0	1086	
1062	King of Elemental Fire	0	8	0	5	-1	0	1062	1	0	0	50	0	8	
1063	The Kindly Ones	0	8	0	6	6	4	1063	1	0	0	40	0	80	
